id,title,organization,description,eligibility,funding_amount,deadline,category,location,source,source_url,opportunity_number,opportunity_type,posted_date,document_urls,scraped_at,created_at
ad620c0a-7513-49f3-972f-9f4781e12377,*UPDATED* Four Hills Landfill Phave IV Litter Control Fence Extension,State of New Hampshire,seeking qualified contractors to submit bids for the installation of approx 735 lf of litter control fence.,,,,General,New Hampshire,New Hampshire Procurement,https://www.newhampshirebids.com/bid_opportunities/2026/04/26/14743922-four-hills-landfill-phave-iv-litter-control-fence-extension.html,,rfp,2026-04-25 00:00:00,,2026-04-26 09:23:16.630631,2026-04-26 09:23:16.630631
adb9aab9-7bfb-49e0-bccc-f803c4d93e3e,215 Housing First Permanent Supportive Housing (PSH),Illinois Dept. of Human Services,"The Department of Human Services, Division of Mental Health is committed to, as a priority toward systems rebalancing, the development and expansion of Permanent Support Housing (PSH) for individuals who meet defined criteria of eligibility and who are diagnosed with a serious mental illness and/or have been institutionalized. The Housing First PSH Model is intended to: • Create housing opportunities for those who remain unserved by the Bridge Subsidy PSH Model; • Empower our providers to move particularly vulnerable populations with no or virtually no financial resources into housing directly without preconditions; • Provide subsistence to those residents so they can meet some of their own basic needs with choice and dignity; • Incentivize landlords to work with our most vulnerable populations and the organizations that serve them; • Enable our providers to maximize the impact of the robust array of supportive services they currently offer our residents in support of their commitment to recovery and community integration.
Agency: DHS (444); Active Awards: 7","1. Single person households only (with an exception for participants requiring live-in aides); 2. Diagnosed with a serious mental illness (with an exception only for Colbert Class Members); 3. Income Eligibility: a. At entry – Individuals must be receiving $300 or less per month from all sources; b. At annual recertification (required minimally every 12 months; interim recertifications may be conducted as often as necessary when there are changes to income) – Individuals must be at or below 30% AMI to continue receiving financial assistance; 4. Be a member of one of the following target populations: a. Williams and/or Colbert Consent Decree Class Members – grantee or partner must be currently providing contract services to transition class members out of institutions; b. Front Door Diversion Program eligible participants – grantee or partner must be currently providing contract services under this program; c. Currently homeless (HUD definition at 76 FR 75994) PATH Program participants ",,,Healthcare,Illinois,Illinois CSFA,https://omb.illinois.gov/PUBLIC/GATA/CSFA/Program.aspx?csfa=2616,444-22-2616,grant,,,2026-04-26 08:44:06.849477,2026-04-26 08:44:06.849477
adc1bf07-1466-4656-be9b-332139a5e1b0,July 2025 - June 2026 Infrastructure Request,Funding for Infrastructure in North Dakota,"The Funding Infrastructure in North Dakota (FIND) program allows for political subdivisions to submit one application, for eligible infrastructure projects, to be reviewed by the Department of Water Resources (DWR), Department of Environmental Quality (DEQ), Public Finance Authority (PFA) and Bank of North Dakota (BND). Below is a list of funding programs utilizing FIND and application deadlines.Program Specific Deadlines:- Department of Water Resources Cost-Share Program: Applications received less than 45 days before a Water Commission meeting will be held for consideration at the next scheduled meeting.- Clean Water State Revolving Fund, Drinking Water State Revolving Fund, and Capital Financing Program: Applications are received on an on-going basis and are processed as received.- Infrastructure Revolving Loan Fund: Applications are received on an on-going basis. Please apply when project is ready to proceed with construction. If a loan will be repaid with special assessment collections, special assessment proceedings will need to be complete.Department of Water Resources Cost-Share:The Department of Water Resources’ Cost-Share Program provides financial assistance to support local sponsors in development of sustainable water-related infrastructure projects. Example project types include, but are not limited to, community flood damage reduction, municipal water supply, rural water supply, irrigation, rural flood control (drains, channels, diversions), bank stabilizations, snagging and clearing, dam repairs and reconstructions, water-based recreation, individual rural and farmstead ring dikes, and other general water management efforts.Clean Water State Revolving Fund:The Clean Water State Revolving Fund (CWSRF), jointly managed by DEQ and PFA, provides loans to political subdivisions for water quality infrastructure projects including wastewater treatment, sewer rehabilitation, stormwater, and nonpoint source activities such as landfill leachate collection and t

Program Officer: Kylee Merkel",,,2026-06-30 15:00:00,Infrastructure,North Dakota,North Dakota Grants,https://grants.nd.gov/viewStorefrontOpportunity.do?OIDString=1749734159683|Opportunity,1085949,grant,2025-08-04 08:50:00,https://deq.nd.gov/MF/CWSRF/ https://www.pfa.nd.gov/capital-financing-program-cfp https://bnd.nd.gov/infrastructure/bnd-infrastructure-loan-fund/ https://deq.nd.gov/MF/DWSRF/ https://www.dwr.nd.gov/project_development/cost_share.html,2026-04-26 09:41:29.648121,2026-04-26 09:41:29.648121
adcde3a9-c065-46fb-af19-912faff7e542,Major Procurement CONSTRUCTION The Town of Derma requests proposals from qualified firms or...,Mississippi - MPTAP - ​*See attachment for details,RFx #: 3170035608. Status: Open.,,,2026-05-04 00:00:00,Infrastructure,Mississippi,Mississippi DFA Bids,https://www.ms.gov/dfa/contract_bid_search/Bid/Details/45163?AppId=1,117-20260413150422 Derma,bid,2026-04-24 00:00:00,https://SRM.MAGIC.MS.GOV:443/SAP/EBP/DOCSERVER/117%2D20260413150422%20DERMA.PDF?PHIOGET&KPID=0200060000111FE190849EB20F0C3A09&KPCLASS=BBP_P_DOC&SAP-CLIENT=100,2026-04-26 09:10:24.124761,2026-04-26 09:10:24.124761
adeaca44-dd8b-408d-8be2-e4673fe2f7e0,FY27 Grants for Veterans' Services,160 - DVA - Department of Veteran Affairs,"The Indiana Department of Veterans Affairs is seeking applications for the Grants for Veterans’ Services program. This solicitation is open to non-profit organizations registered with the Indiana Secretary of State.
The grant amounts will range between $10,000 and $75,000, depending on each applicant’s need for funds, the availability of funding, and the number of eligible applicants.
All applications, procedures, and documentation should follow the Indiana Code, Indiana Administrative Code, and Indiana Department of Veterans Affairs’ policies.

Financial: N/A","Eligible Applicants: Non Profits

Grants for Veterans’ Services awards may only be used to provide services to veterans who meet all the following criteria:
The veteran receiving services must reside in the state of Indiana, and
A veteran receiving services must satisfy all the criteria outlined in 914 IAC 1-3-2 as evidenced by the veteran's Department of Defense Form 214 (DD-214), National Guard Bureau (NGB) Form 22 as issued by the United States Department of Defense, or other official discharge papers.
Grants for Veterans’ Services may be utilized to provide the following services to veterans.
Programs focused on eliminating homelessness, preventing near-term homelessness, and providing safe and secure living conditions.
Assisting veterans in moving from public housing assistance programs to:
home ownership, or
stable, long-term rental status.
Assisting veterans in finding and using available federal and state resources.
Providing therapeutic services.
Providing job training and job search assistance.
Preventing veteran suicide.",N/A,2026-05-15 00:00:00,General,Indiana,Indiana SBA Grants,https://gn.ecivis.com/GO/gn_redir/T/10v7aje9av935/IFRAME/true,10v7aje9av935,grant,2026-04-09 00:00:00,,2026-04-26 08:44:57.319355,2026-04-26 08:44:57.319355
af1e9181-4328-4f7b-84bb-f9640ae60386,Ben Franklin Technology Partners Challenge Grant,PA Department of Community & Economic Development,"Provides funds to businesses through the four Ben Franklin Technology Partners for access to capital, business expertise, technology commercialization services to advance the development of new technologies and for the generation, conservation, and transportation of alternative and clean energy.

Uses: Direct company investments, business and technical support, technology and entrepreneurial infrastructure, and administrative expenses.",Entrepreneurs Start-up & early-stage companies Established companies Investors Higher education Research and BFTP alumni companies,A percentage of the BFTDA appropriation in the Commonwealth’s annual budget as determined by the BFTDA Board Ben Franklin Technology Partners .,,Technology,Pennsylvania,Pennsylvania DCED Programs,https://dced.pa.gov/programs/ben-franklin-technology-partners-challenge-grant-alt-energy-dev-prog/,ben-franklin-technology-partners-challenge-grant-alt-energy-dev-prog,grant,2025-04-29 00:00:00,https://dced.pa.gov/download/ben-franklin-technology-partners-challenge-guidelines/?wpdmdl=57857,2026-04-26 09:47:39.509542,2026-04-26 09:47:39.509542
afc9932a-f6e0-4229-b700-84c086a84eff,Notice of Intent-Hunter Education-Student Manuals-Kalkomey & NBEF,Department of Fish and Game — DFW - Division of Fisheries and Wildlife,"The Department of Fish and Game-Division of Fisheries and Wildlife of the Commonwealth of Massachusetts announces its intent to Purchase a Proprietary Product or Service pursuant to the Commonwealth's Due Diligence Posting policy, to contract for the following with Kalkomey Enterprises LLC and the National Bowhunter Education Foundation, pending the results of this Notice of Intent.",Open to vendors registered and in good standing with COMMBUYS. See bid documents for any bid-specific qualifications.,,2026-05-21 17:00:00,Education,Massachusetts,Massachusetts COMMBUYS,https://www.commbuys.com/bso/external/bidDetail.sda?docId=BD-26-1046-DFW-FWE41-128596&external=true&parentUrl=close,BD-26-1046-DFW-FWE41-128596,bid,2026-04-24 13:53:25,,2026-04-26 08:57:11.1257,2026-04-26 08:57:11.1257
b08a4eda-80d7-4cee-b1a0-70e544b83457,Division of Boating and Waterways Local Assistance Surrendered and Abandoned Vessel Exchange Grant Program FY26,Department of Parks and Recreation,"This program provides funding for abatement, removal, storage and disposal as a public nuisance of abandoned recreational vessels and/or the destruction of surrendered recreational vessels that may become a threat to navigation.","Public Agency; Local government agencies (counties, cities, port districts, and/or other special districts) that have citation authority over their area of responsibility.","$1,000,000",2026-04-30 15:00:00,"Environment & Water; Law, Justice, and Legal Services; Parks & Recreation",California - California navigable waterways,California Grants Portal,http://dbw.parks.ca.gov/?page_id=28816,162381,grant,2026-03-16 15:00:00,,2026-04-26 08:28:23.427841,2026-04-26 08:28:23.427841
b324bc93-bbc9-4e1c-8f8d-560a3b6929a3,OPD Contract Mental Health Professional,State of Montana,Type: RFP/RFQ; Status: Awarded; Contact: Brett Schandelson (Brett.Schandelson@mt.gov),"Required to View Event 
Prerequisites
  Required to Enter Bid 
 1.Please review the attached document. Should you be approved as an OPD contractor, this document will 
become your MOU.
 2.Please review the documents linked below.",,2099-09-20 00:00:00,Healthcare,Montana,Montana eMACS,https://app01.jaggaer.com/apps/Router/ViewSourcingEvent?AuthToken=1%3AAES2%23CBmVy5fPUptcf7kyddic6N3GLCkKQ42xIPjliYWDrnjRFOAr%2FOlWleluN04NaBusVpQsRgUM9dmbPnD9AdTNoBTB%2FQxZ0wWD0WKbe7fNUobaqN4UTLkt8SR%2F0nmyIYP1sWM0Dnt3cWkASjR4xu5onLp%2FbqLrN31aPA%3D%3D&tmstmp=1777194693290,OPD-RFP/RFQ-2019-0016,rfp,2018-09-20 00:00:00,https://solutions-selectsite-documents.s3.amazonaws.com/Sourcingevent/653003-event.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEOH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCW%2BTLxWOi3VaXl1ILwHOSTLT7eL0pDA0iit4IUd5BDigIhAORRGiCHvFcG4KV%2FRz34hHC92D3yB%2BVPJuBaPPAMbQq7KsEFCKn%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQABoMMjgwMjYyNzQ0NjI4IgwwCDC5ZJxDbGFATKkqlQXG%2BxQc4X4IuVJxaRncoHX9mfDU74uZwnMoN6Kl%2Bz%2Fv3mV2OCE6S157sJwyWfQoLJMQ3gItSktj3tuLXKh5OHFA6UfNow1jZJeZqrl8b%2FDzlH10UXdWI706%2Fe9SA5Md1%2BS9mJ0o6KwNdln6N0kLdO0VpwPNysDB0gasJrBIpJmfkepglMlXcpC%2FXgRqA9Asqlt%2BsiS9mfWnzkkxsBUFusJUGKPDSLaUK52cdE5BpjdlNk7X%2B%2FimFQ9F6d%2BQ3mpZIBYno9c4KOLc7u8qIYibk4hb6g7G2Q7ijQ6bK%2FrgNsmB3uK6SlyM8UPLFuWeOQ7ZIENz5Z5pyZYLcUBxpKKtS0nyBF4CPcMfiTA02eO8fw8Hz8iszSXKlMJKRiy501%2Bvz5hGkKxXRIBCuSUqW43tzbEZhZWj13kNn1tr5CdmuQuq0pKuI%2B2HOewz7IgWMVOyS3ZdXDSCdBixXC5EbUPi2zJFL76WlChPpvTdgIFexUdWXhmpnfx4w%2Bjqh%2FsbpYdYjF85gIJ%2BosNrAVwPRy%2BegMel6f09um96QNLJG89VIx90Zu4E%2BItubXU3PHcvt4F0o4FrKoCzhJG5uSOeW0ER1ihcnI6uijIz9aW6xi6g1ikGqwTiEDDt9ejZofH5Tw34X%2BzCTAOTGk0goncvbJ1idXxfQ6Y7Rv3%2FJHXE4TiIwG1oHDQz4THR32ohqIl%2BHmbYSk%2FrK8hq%2B0yZ5Is0l1PJxeCRvMqVrUvDYTisrZcbZXCL4%2BqlopHU4Z0eVxKLENyeZNqAUtaX2NO9zJLO7O3NjmlPukCwj3aMEigQhVZrdLoAuG6Bbv9yR0rsYds5nw8cYQt0o1yuaEAdfKboA9K8f5OB67OzPsTHpbcPFjHQvGCnCCNYB61WMIWUt88GOrAB0r157EWIpLNyaOx2esw8eTz5mrRKFLK9EVMz1%2Bf8Zh6ZNR6zt8UARA%2B8EFcB3%2BFicJ2OTSEMDtpaBjimWTIX5jTKzzavbAry9bx6Djqn4l7ksALh82SL8Xe4guFbsr3YYBnQsHOn8hKoFc7P%2BZAIS968a2A%2B%2F5RF0xc10iD%2FmbAawWtio5MoqWSKPjqAFKeYQxfa%2BEJIO%2FwvA7%2FcMj%2FcbsuSAMLum610tyR1cqkvkUA%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260426T091133Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Credential=ASIAUCQHWDI2L5DTEYSZ%2F20260426%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=388d9934a85b533909d71c92196f53eb06ff327a24232b5a53eecdc56937d29c https://spb.mt.gov/_docs/eMACSResources/Vendor_Registration_Handbook.pdf,2026-04-26 09:14:00.899368,2026-04-26 09:14:00.899368
b48e8ae3-a79a-4e77-b1aa-8c7ecdf285dd,"Havens of Opportunity, Peace & Empowerment",Div of Criminal Justice Serv,"Havens of Opportunity, Peace and Empowerment in Communities Experiencing High Rates of Gun Violence (H.O.P.E)Qualified nonprofit community-based organizations within a New York City borough may apply for funding to manage a neighborhood-based haven. Approximately $5 million will be made available to support five qualified organizations: one for each of the NYC boroughs. Applications will be accepted for up to $1 million, with a contract term of two years. Each eligible organization may submit only one application. This initiative aims to establish or enhance safe, supportive, and trusted neighborhood havens that provide consistent, high-quality programming for youth and families, prioritizing individuals up to age 24, during high-risk evening hours from 5-9 p.m. and on weekends. These havens will foster healing, connection, and skill-building through culturally relevant and trauma-informed programming designed to interrupt cycles of violence and promote youth well-being.The deadline for applications is Noon Wednesday July 1, 2026. Questions about the request for applications (RFA) must be submitted to dcjsfunding@dcjs.ny.gov by Wednesday, April 29, 2026. Responses to those questions will be posted on or about Wednesday, May 13, 2026.; Contact: Maura Gagan (dcjsfunding@dcjs.ny.gov); Service Areas: Family Supports, Justice Services, Public Safety Supports; Contract Length: 24 Month(s); Anticipated Award: Saturday, August 01, 2026; Questions Due: Wednesday, April 29, 2026; Bidder's Conference: N/A; Status: Advertised Only - Not in SFS",Not-For-Profit,"$5,000,000.000",2026-07-01 12:00:00,Infrastructure,New York,NY Grants Gateway,https://criminaljustice.ny.gov/ofpa/index.htm,EVT0000007,grant,2026-04-08 09:00:00,https://criminaljustice.ny.gov/ofpa/index.htm,2026-04-26 09:30:02.954143,2026-04-26 09:29:43.179731
b4a03048-ec2e-4406-a55e-9b48d45fcb14,Street Resurfacing Project-2026,CITY OF LAURINBURG,"Pursuant to the General Statutes of North Carolina, Chapter 143, Article 8, sealed bids are invited and will be received by the City of Laurinburg in the office of the Budget & Management Services Director, 303 W. Church Street, Laurinburg, NC 28352 until 2:00 p.m. EDT Thursday, May 14, 2026, at which time, the sealed bids will be officially opened in the Council Chamber (Room 221) of the Laurinburg City Hall, 303 W. Church Street, Laurinburg, NC for the construction of and consisting of furnishing and installing the following: A. Resurfacing of approximately 5,145 linear feet of city streets consisting of approximately 17,150 square yards of 1” Bituminous Concrete Surface Paving (FS 9.5A). B. Asphalt used for leveling/widening (approximately 50 tons). C. Raise twenty-three (23) manholes with cast iron adjustment rings. D. Raise twenty (20) valve boxes with cast iron rings. Bid proposals received after the time for opening will not be accepted and will be returned unopened. Electronic ","accompanied by a cash deposit, cashier’s check, or cer tified check on a bank or trust company insured 
by the FDIC and authorized to do business in North Carolina in an amount equal to fi ve percent (5%) 
of the proposal.  In the alternativ e, a five percent (5%) bid bond issued by a co rporate surety licensed 
by the State of North Carolina may be filed with the proposal.   
 Bidders must be properly licensed under Chapter 87 of the General St atutes of North Carolina and 
must comply with nondiscri mination provisions.   
 The City of Laurinburg is an e qual opportunity Municipality/Owner  and invites small and minority 
contractors to bid.  The City reserves th e right to reject a ny or all proposals. 
  Harold W. Haywood Budget & Management Services Direc",,2026-05-14 14:00:00,RFP - Construction Services,North Carolina,NC eVP Solicitations,https://evp.nc.gov/solicitations/details/?id=0105ad30-1340-f111-88b3-001dd800b811,549-RFB-2026-12,rfp,2026-04-24 19:25:15,https://evp.nc.gov/_entity/annotation/c4f3c136-1340-f111-88b3-001dd800b811/863ea987-6d3e-ed11-9daf-001dd805ec0b?t=1777196351015,2026-04-26 09:39:25.42821,2026-04-26 09:39:25.42821
b4e69f97-cf77-49e3-ac5a-415174e73ee8,HR-26-032 Drug Testing and Background Screening Services,Salt River Pima-Maricopa Indian Community,Status: Open for Bidding. RFx Type: Reference or background check services.,,,2026-05-27 17:00:00,General,Arizona,Arizona Procurement Portal,https://app.az.gov/page.aspx/en/rfp/request_browse_public?rfp=BPM007565,BPM007565,bid,,,2026-04-26 08:16:59.998419,2026-04-26 08:16:59.998419
b5737c13-4d84-4a18-8522-3c59bd6b5f86,OPD Contract Investigator,State of Montana,Type: RFP/RFQ; Status: Awarded; Contact: Emily Copeland (Emily.Copeland@mt.gov),"Required to View Event 
Prerequisites
  Required to Enter Bid 
 1.Please review the attached document. Should you be approved as an OPD contractor, this document will 
become your MOU.
 2.Please review the documents linked below.",,2099-09-20 00:00:00,General,Montana,Montana eMACS,https://app01.jaggaer.com/apps/Router/ViewSourcingEvent?AuthToken=1%3AAES2%23CAf9jlLp1weVr3FDQSFW%2F7wUsti8cJdREQhv0hqxc6ttGChyvcxF4xVMJHIXIZw86EEPDxm8z5I2DMRkIiRA6tiwGBr2HNMUmFOdymz7Bb%2F%2BLrxTnb0HgYUI6GAWqQ65xI31e%2BDUW6jJm8kzgJOGKjoyDnnSj7ebPg%3D%3D&tmstmp=1777194693289,OPD-RFP/RFQ-2019-0017,rfp,2018-09-20 00:00:00,https://solutions-selectsite-documents.s3.amazonaws.com/Sourcingevent/653046-event.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEOH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCW%2BTLxWOi3VaXl1ILwHOSTLT7eL0pDA0iit4IUd5BDigIhAORRGiCHvFcG4KV%2FRz34hHC92D3yB%2BVPJuBaPPAMbQq7KsEFCKn%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQABoMMjgwMjYyNzQ0NjI4IgwwCDC5ZJxDbGFATKkqlQXG%2BxQc4X4IuVJxaRncoHX9mfDU74uZwnMoN6Kl%2Bz%2Fv3mV2OCE6S157sJwyWfQoLJMQ3gItSktj3tuLXKh5OHFA6UfNow1jZJeZqrl8b%2FDzlH10UXdWI706%2Fe9SA5Md1%2BS9mJ0o6KwNdln6N0kLdO0VpwPNysDB0gasJrBIpJmfkepglMlXcpC%2FXgRqA9Asqlt%2BsiS9mfWnzkkxsBUFusJUGKPDSLaUK52cdE5BpjdlNk7X%2B%2FimFQ9F6d%2BQ3mpZIBYno9c4KOLc7u8qIYibk4hb6g7G2Q7ijQ6bK%2FrgNsmB3uK6SlyM8UPLFuWeOQ7ZIENz5Z5pyZYLcUBxpKKtS0nyBF4CPcMfiTA02eO8fw8Hz8iszSXKlMJKRiy501%2Bvz5hGkKxXRIBCuSUqW43tzbEZhZWj13kNn1tr5CdmuQuq0pKuI%2B2HOewz7IgWMVOyS3ZdXDSCdBixXC5EbUPi2zJFL76WlChPpvTdgIFexUdWXhmpnfx4w%2Bjqh%2FsbpYdYjF85gIJ%2BosNrAVwPRy%2BegMel6f09um96QNLJG89VIx90Zu4E%2BItubXU3PHcvt4F0o4FrKoCzhJG5uSOeW0ER1ihcnI6uijIz9aW6xi6g1ikGqwTiEDDt9ejZofH5Tw34X%2BzCTAOTGk0goncvbJ1idXxfQ6Y7Rv3%2FJHXE4TiIwG1oHDQz4THR32ohqIl%2BHmbYSk%2FrK8hq%2B0yZ5Is0l1PJxeCRvMqVrUvDYTisrZcbZXCL4%2BqlopHU4Z0eVxKLENyeZNqAUtaX2NO9zJLO7O3NjmlPukCwj3aMEigQhVZrdLoAuG6Bbv9yR0rsYds5nw8cYQt0o1yuaEAdfKboA9K8f5OB67OzPsTHpbcPFjHQvGCnCCNYB61WMIWUt88GOrAB0r157EWIpLNyaOx2esw8eTz5mrRKFLK9EVMz1%2Bf8Zh6ZNR6zt8UARA%2B8EFcB3%2BFicJ2OTSEMDtpaBjimWTIX5jTKzzavbAry9bx6Djqn4l7ksALh82SL8Xe4guFbsr3YYBnQsHOn8hKoFc7P%2BZAIS968a2A%2B%2F5RF0xc10iD%2FmbAawWtio5MoqWSKPjqAFKeYQxfa%2BEJIO%2FwvA7%2FcMj%2FcbsuSAMLum610tyR1cqkvkUA%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260426T091133Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Credential=ASIAUCQHWDI2L5DTEYSZ%2F20260426%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=1ab3a4735068aa3b6566a020bb6e7218bfbc0da5fa712aab7e84b500028c7b70 https://spb.mt.gov/_docs/eMACSResources/Vendor_Registration_Handbook.pdf,2026-04-26 09:13:13.288804,2026-04-26 09:13:13.288804
b5fdcdc1-7495-4805-bff6-f17f8a056c71,DMF-26016: Industrial Shelving for Forklifts,Department of Fish and Game — DMF - Division of Marine Fisheries,"Procurement of Forklift Shelving

Pre-Bid Conference: Contact Ashley Bueche - ashley.p.bueche@mass.gov or (978) 231-3092

Contact: Contact Ashley Bueche - ashley.p.bueche@mass.gov or (978) 231-3092",Open to vendors registered and in good standing with COMMBUYS. See bid documents for any bid-specific qualifications.,,2026-05-13 17:00:00,General,Massachusetts,Massachusetts COMMBUYS,https://www.commbuys.com/bso/external/bidDetail.sda?docId=BD-26-1046-DMF-FW215-128584&external=true&parentUrl=close,BD-26-1046-DMF-FW215-128584,bid,2026-04-24 11:52:29,,2026-04-26 08:57:45.643838,2026-04-26 08:57:45.643838
b6aebed6-8b04-470c-ab7a-0dfe0db09a58,Communication and Language Access Services,NJ DHS - DDHH,Division: DDHH; Type: RFI,,"$250,000",2025-06-06 00:00:00,General,New Jersey,New Jersey DHS,https://www.nj.gov/humanservices/notices/documents/rfprfi/RLI%202025_KM.pdf,,rfi,,https://www.nj.gov/humanservices/notices/documents/rfprfi/RLI%202025_KM.pdf,2026-04-26 09:26:10.205324,2026-04-26 09:26:10.205324
b7af467d-2623-4f82-807f-a713425cf5a5,Office of Emergency Medical Services (OEMS) - Grants,State of Minnesota,,,,,Healthcare,Minnesota,Minnesota Grants,https://mn.gov/grants/?id=1093-289616,,grant,,,2026-04-26 09:07:46.720821,2026-04-26 09:07:46.720821
b8efd2ea-1f64-4379-9b6f-3963d8dcb8f2,WMATA Transportation &ndash; Shuttle Services Route A90,Washington Headquarters Services,"This program, administered by the Washington Headquarters Services (WHS) of the Department of War (DoW), seeks to fund a Contractor to provide comprehensive bus transportation services for DoW personnel. The primary focus of this funding opportunity is to establish and operate a continual express shuttle bus service, designated as Route A90, between the Pentagon Transit Center (PTC) and the Mark Center Station (MCS) facility. The overarching goal of this program is to ensure reliable and efficient ground transportation for DoW employees in the National Capital Region. The key objectives include: • Providing driver-operated shuttle bus services. • Maintaining and inspecting all transportation vehicles to ensure safety and reliability. • Adhering to all necessary license and security requirements. • Securing appropriate vehicle insurance and liability coverage. • Ensuring buses meet capacity (seating and standing) and accessibility requirements under federal standards. Historically, the Pentagon Services Division (PSD), a component of the Executive Services Directorate (ESD) under WHS, has been responsible for providing transportation solutions to DoW employees. This NFO continues that mission by addressing the specific transportation needs created by the location of the Mark Center facility, which is not within walking distance of any mass transit facility.","Others (see text field entitled ""Additional Information on Eligibility"" for clarification)
The Government intends to make a sole source award under this NFO to WMATA as the only responsible source considering there are no other supplies, services or sources that will satisfy agency requirements. WMATA is the only public transit agency capable of maintaining a continual, uninterrupted express shuttle service with no intermediate stops between the PTC and the MCT. WMATA has historically operated shuttle bus services for the required A90 Route (formerly known as “7M”) that services the public and DoW employees. Since BRAC the DoW has been supporting WMATA in providing public transportation services that might not have continued after DoW facilities realignment which is a direct public benefit of this cooperative agreement. No other applicants will be reviewed or considered for award under this NFO.","$6,440,000",2026-05-22 00:00:00,Continuation,United States,Grants.gov,https://www.grants.gov/search-results-detail/362032,HQ003426NFOEFCD01,grant,2026-04-23 00:00:00,https://www.grants.gov/grantsws/rest/opportunity/att/download/351447 https://www.grants.gov/grantsws/rest/opportunity/att/download/351448,2026-04-26 08:10:00.681858,2026-04-26 08:10:00.681858
